gmDate,gmTime,seasTyp,playLNm,playFNm,teamAbbr,teamConf,teamDiv,teamLoc,teamRslt,teamDayOff,offLNm1,offFNm1,offLNm2,offFNm2,offLNm3,offFNm3,playDispNm,playStat,playMin,playPos,playHeight,playWeight,playBDate,playPTS,playAST,playTO,playSTL,playBLK,playPF,playFGA,playFGM,playFG%,play2PA,play2PM,play2P%,play3PA,play3PM,play3P%,playFTA,playFTM,playFT%,playORB,playDRB,playTRB,opptAbbr,opptConf,opptDiv,opptLoc,opptRslt,opptDayOff
10/18/2017,8:00,Regular,Davis,Anthony,NO,West,Southwest,Away,Loss,0,Twardoski,Scott,Zielinski,Gary,Corbin,Sean,Anthony Davis,Starter,40,PF,82,220,3/11/1993,33,0,5,0,1,5,23,9,0.3913,21,8,0.381,2,1,0.5,17,14,0.8235,7,11,18,MEM,West,Southwest,Home,Win,0
12/27/2017,8:00,Regular,Davis,Anthony,NO,West,Southwest,Home,Win,4,Kirkland,Courtney,Lewis,Eric,Sterling,Jonathan,Anthony Davis,Starter,32,PF,82,220,3/11/1993,33,2,1,1,6,0,19,11,0.5789,15,7,0.4667,4,4,1,8,7,0.875,4,7,11,BKN,East,Atlantic,Away,Loss,0
12/29/2017,8:00,Regular,Davis,Anthony,NO,West,Southwest,Home,Loss,2,Goble,John,Workman,Haywoode,Brown,Tony,Anthony Davis,Starter,42,PF,82,220,3/11/1993,33,2,1,2,0,3,22,12,0.5455,18,11,0.6111,4,1,0.25,8,8,1,0,5,5,DAL,West,Southwest,Away,Win,2
12/30/2017,7:00,Regular,Davis,Anthony,NO,West,Southwest,Home,Loss,0,Orr,J.T.,Washington,Tom,Collins,Derrick,Anthony Davis,Starter,36,PF,82,220,3/11/1993,31,1,3,0,5,3,24,11,0.4583,20,11,0.55,4,0,0,12,9,0.75,2,7,9,NY,East,Atlantic,Away,Win,1
11/3/2017,8:30,Regular,Davis,Anthony,NO,West,Southwest,Away,Win,2,Fitzgerald,Kane,Lane,Karl,Van Duyne,Justin,Anthony Davis,Starter,40,PF,82,220,3/11/1993,30,4,4,1,3,4,19,10,0.5263,17,10,0.5882,2,0,0,12,10,0.8333,1,12,13,DAL,West,Southwest,Home,Loss,1
11/25/2017,8:30,Regular,Davis,Anthony,NO,West,Southwest,Away,Loss,0,Goldenberg,Jason,Foster,Scott,Wood,Leon,Anthony Davis,Starter,39,PF,82,220,3/11/1993,30,2,1,0,2,1,22,12,0.5455,20,12,0.6,2,0,0,8,6,0.75,4,11,15,GS,West,Pacific,Home,Win,0
1/8/2018,8:00,Regular,Davis,Anthony,NO,West,Southwest,Home,Win,1,Lindsay,Mark,Forte,Brian,Blair,Curtis,Anthony Davis,Starter,27,PF,82,220,3/11/1993,30,1,0,0,1,1,14,12,0.8571,13,11,0.8462,1,1,1,6,5,0.8333,2,8,10,DET,East,Central,Away,Loss,2
10/28/2017,7:00,Regular,Davis,Anthony,NO,West,Southwest,Home,Win,1,Taylor,Dedric,Kirkland,Courtney,Smith,Michael,Anthony Davis,Starter,36,PF,82,220,3/11/1993,30,2,0,2,3,5,22,11,0.5,18,9,0.5,4,2,0.5,6,6,1,4,10,14,CLE,East,Central,Away,Loss,2
12/10/2017,7:00,Regular,Davis,Anthony,NO,West,Southwest,Home,Win,1,Goldenberg,Jason,Tiven,Josh,Garretson,Ron,Anthony Davis,Starter,40,PF,82,220,3/11/1993,29,4,3,1,5,5,19,11,0.5789,18,10,0.5556,1,1,1,9,6,0.6667,1,7,8,PHI,East,Atlantic,Away,Loss,0
1/3/2018,9:00,Regular,Davis,Anthony,NO,West,Southwest,Away,Win,4,Richardson,Leroy,Mott,Rodney,Wood,Leon,Anthony Davis,Starter,41,PF,82,220,3/11/1993,29,4,2,3,1,2,26,11,0.4231,23,10,0.4348,3,1,0.3333,6,6,1,4,11,15,UTA,West,Northwest,Home,Loss,4
