gmDate,gmTime,seasTyp,playLNm,playFNm,teamAbbr,teamConf,teamDiv,teamLoc,teamRslt,teamDayOff,offLNm1,offFNm1,offLNm2,offFNm2,offLNm3,offFNm3,playDispNm,playStat,playMin,playPos,playHeight,playWeight,playBDate,playPTS,playAST,playTO,playSTL,playBLK,playPF,playFGA,playFGM,playFG%,play2PA,play2PM,play2P%,play3PA,play3PM,play3P%,playFTA,playFTM,playFT%,playORB,playDRB,playTRB,opptAbbr,opptConf,opptDiv,opptLoc,opptRslt,opptDayOff
12/31/2017,5:00,Regular,Towns,Karl-Anthony,MIN,West,Northwest,Away,Win,2,Kogut,Marat,Kennedy,Bill,DeRosa,Joe,Karl-Anthony Towns,Starter,38,C,83,248,11/15/1995,18,4,1,2,6,4,11,6,0.5455,8,5,0.625,3,1,0.3333,6,5,0.8333,1,13,14,IND,East,Central,Home,Loss,1
11/11/2017,9:00,Regular,Towns,Karl-Anthony,MIN,West,Northwest,Away,Loss,2,Workman,Haywoode,Buchert,Nick,Fraher,Pat,Karl-Anthony Towns,Starter,39,C,83,248,11/15/1995,17,2,0,1,2,5,19,8,0.4211,14,7,0.5,5,1,0.2,0,0,0,5,7,12,PHO,West,Pacific,Home,Win,1
1/1/2018,8:00,Regular,Towns,Karl-Anthony,MIN,West,Northwest,Home,Win,1,Goble,Jacyn,Guthrie,David,Smith,Michael,Karl-Anthony Towns,Starter,27,C,83,248,11/15/1995,16,1,4,2,1,4,13,7,0.5385,9,5,0.5556,4,2,0.5,0,0,0,2,11,13,LAL,West,Pacific,Away,Loss,1
11/5/2017,8:00,Regular,Towns,Karl-Anthony,MIN,West,Northwest,Home,Win,1,Scott,Kevin,Ervin,Mitchell,Kennedy,Bill,Karl-Anthony Towns,Starter,29,C,83,248,11/15/1995,16,2,4,0,2,5,11,5,0.4545,7,5,0.7143,4,0,0,6,6,1,2,7,9,CHA,East,Southeast,Away,Loss,1
12/18/2017,8:00,Regular,Towns,Karl-Anthony,MIN,West,Northwest,Home,Win,2,Taylor,Ben,Richardson,Leroy,Foster,Scott,Karl-Anthony Towns,Starter,41,C,83,248,11/15/1995,16,4,4,1,0,3,15,5,0.3333,9,2,0.2222,6,3,0.5,4,3,0.75,4,4,8,POR,West,Northwest,Away,Loss,2
12/23/2017,9:00,Regular,Towns,Karl-Anthony,MIN,West,Northwest,Away,Win,3,Fitzgerald,Kane,Smith,Aaron,Wood,Leon,Karl-Anthony Towns,Starter,38,C,83,248,11/15/1995,16,1,3,1,2,4,10,6,0.6,8,5,0.625,2,1,0.5,4,3,0.75,4,10,14,PHO,West,Pacific,Home,Loss,2
1/27/2018,9:00,Regular,Towns,Karl-Anthony,MIN,West,Northwest,Home,Win,1,Cutler,Kevin,Brothers,Tony,DeRosa,Joe,Karl-Anthony Towns,Starter,34,C,83,248,11/15/1995,16,1,2,1,3,1,16,7,0.4375,12,7,0.5833,4,0,0,2,2,1,10,9,19,BKN,East,Atlantic,Away,Loss,1
11/8/2017,10:30,Regular,Towns,Karl-Anthony,MIN,West,Northwest,Away,Loss,3,Petraitis,Gediminas,Mauer,Ken,Collins,Derrick,Karl-Anthony Towns,Starter,27,C,83,248,11/15/1995,16,1,1,1,0,1,11,5,0.4545,7,4,0.5714,4,1,0.25,7,5,0.7143,3,9,12,GS,West,Pacific,Home,Win,2
1/24/2018,10:00,Regular,Towns,Karl-Anthony,MIN,West,Northwest,Away,Loss,1,Barnaky,Brent,Petraitis,Gediminas,Spooner,Bill,Karl-Anthony Towns,Starter,31,C,83,248,11/15/1995,16,1,1,0,0,3,9,6,0.6667,5,4,0.8,4,2,0.5,2,2,1,2,7,9,POR,West,Northwest,Home,Win,2
11/19/2017,7:00,Regular,Towns,Karl-Anthony,MIN,West,Northwest,Home,Loss,1,Petraitis,Gediminas,Wood,Leon,Corbin,Sean,Karl-Anthony Towns,Starter,38,C,83,248,11/15/1995,16,3,1,0,0,1,13,6,0.4615,9,4,0.4444,4,2,0.5,2,2,1,1,8,9,DET,East,Central,Away,Win,2
